Wall time,Step,Value
1765286506.2550836,10,0.18402397632598877
1765286540.737244,20,0.16604620218276978
1765286575.3332896,30,0.1777656227350235
1765286610.2310147,40,0.25733813643455505
1765286646.9308488,50,0.19613556563854218
1765286684.2624707,60,0.22064875066280365
1765286721.3782094,70,0.17889513075351715
1765286758.8164804,80,0.20560133457183838
1765286795.495786,90,0.2075912058353424
1765286831.540212,100,0.18594834208488464
1765286868.511842,110,0.2131728082895279
1765286904.956792,120,0.19791525602340698
1765286941.576073,130,0.2397170066833496
1765286978.0162325,140,0.23074840009212494
1765287015.2905807,150,0.21692496538162231
1765287051.630455,160,0.2230778932571411
1765287088.5274096,170,0.253530889749527
1765287125.1535394,180,0.2838163375854492
1765287161.1998835,190,0.3210059404373169
1765287198.8661616,200,0.3876562714576721
1765287235.770203,210,0.47478437423706055
1765287272.3111951,220,0.41184383630752563
1765287309.0879161,230,0.5034394264221191
1765287345.8731468,240,0.5653179883956909
1765287381.9850166,250,0.5479426383972168
1765287418.5115678,260,0.7849847674369812
1765287455.4827683,270,0.4896988570690155
1765287493.274324,280,0.7086045145988464
1765287529.1650712,290,0.703540027141571
1765287566.5908525,300,0.8247845768928528
1765287603.743869,310,0.5373091697692871
1765287640.385829,320,0.6809768080711365
1765287677.7485297,330,1.0565091371536255
1765287714.7289822,340,1.225307583808899
1765287750.60729,350,0.794136643409729
1765287787.3468106,360,0.9812794923782349
1765287823.1872246,370,0.7837879061698914
1765287860.0290086,380,0.9776065349578857
1765287895.7313054,390,0.8704940676689148
1765287932.8785422,400,0.6883847713470459
1765287969.3858242,410,0.7524502873420715
1765288006.1801448,420,0.8650237321853638
1765288043.1178281,430,1.1795676946640015
1765288080.1621296,440,1.1208200454711914
1765288117.5652726,450,1.0802198648452759
1765288154.1543016,460,0.7490977644920349
1765288190.4243312,470,0.6116674542427063
1765288226.9963853,480,0.8188320994377136
1765288263.4630592,490,1.2390754222869873
1765288299.406264,500,0.814168393611908
1765288336.4331248,510,0.9050378799438477
1765288372.4629695,520,0.6501210331916809
1765288409.4183753,530,1.1220484972000122
1765288446.137892,540,0.7608030438423157
1765288483.487529,550,0.7043704986572266
1765288520.4545388,560,1.1598495244979858
1765288556.9785147,570,0.8303101062774658
1765288592.7041547,580,0.7274335622787476
1765288629.7730718,590,1.9058774709701538
1765288667.7525845,600,1.3881350755691528
1765288705.9888494,610,0.9445558190345764
1765288741.4099038,620,1.0461362600326538
1765288777.7327378,630,0.8525987863540649
1765288814.0646362,640,1.082018494606018
1765288850.8320954,650,1.1131269931793213
1765288888.0581577,660,1.600647211074829
1765288925.4089627,670,0.6545186638832092
1765288962.5882661,680,1.0007286071777344
1765288998.9985945,690,1.1830562353134155
1765289036.3761966,700,0.9089524745941162
1765289072.4369445,710,1.5476714372634888
1765289109.9596841,720,0.7318787574768066
1765289147.568253,730,1.1324394941329956
1765289184.1630738,740,0.8664045333862305
1765289220.904757,750,0.8827789425849915
1765289258.3162663,760,1.3921271562576294
1765289294.9349728,770,1.1444979906082153
1765289331.443332,780,1.2783271074295044
