Wall time,Step,Value
1767452415.724313,10,0.6969000101089478
1767452450.0986145,20,0.6909999847412109
1767452484.7674882,30,0.6974999904632568
1767452519.643122,40,0.6930000185966492
1767452556.4143057,50,0.7089999914169312
1767452593.7669504,60,0.6966000199317932
1767452631.1942058,70,0.6949999928474426
1767452668.1960788,80,0.6992999911308289
1767452704.930549,90,0.6736999750137329
1767452740.9344444,100,0.6992999911308289
1767452777.8944867,110,0.7148000001907349
1767452814.7876425,120,0.7075999975204468
1767452851.315115,130,0.6958000063896179
1767452888.1456904,140,0.7023000121116638
1767452925.3295498,150,0.683899998664856
1767452962.6758757,160,0.7031999826431274
1767452999.6776075,170,0.6926000118255615
1767453036.4091852,180,0.7023000121116638
1767453072.3797123,190,0.6883999705314636
1767453110.3772802,200,0.7045999765396118
1767453148.1196234,210,0.6901999711990356
1767453184.7303674,220,0.6866999864578247
1767453221.8560443,230,0.6804999709129333
1767453258.9895854,240,0.6866000294685364
1767453295.1432476,250,0.6739000082015991
1767453332.1913936,260,0.6834999918937683
1767453369.3265355,270,0.6643999814987183
1767453407.2434592,280,0.6478000283241272
1767453443.3687234,290,0.6488999724388123
1767453481.360036,300,0.6330999732017517
1767453517.5876706,310,0.6189000010490417
1767453554.4972725,320,0.6069999933242798
1767453591.5317721,330,0.5924999713897705
1767453628.4777086,340,0.5676000118255615
1767453664.4890926,350,0.5426999926567078
1767453700.8078184,360,0.59170001745224
1767453736.8594048,370,0.492900013923645
1767453773.6737928,380,0.5418999791145325
1767453810.7088974,390,0.48179998993873596
1767453847.7030675,400,0.5396999716758728
1767453883.819242,410,0.5397999882698059
1767453920.6366684,420,0.4993000030517578
1767453957.0413735,430,0.4885999858379364
1767453993.810195,440,0.47099998593330383
1767454030.6761434,450,0.47690001130104065
1767454067.0228143,460,0.44440001249313354
1767454103.2758977,470,0.4512999951839447
1767454139.3302763,480,0.5103999972343445
1767454176.0272875,490,0.43869999051094055
1767454211.915892,500,0.4348999857902527
1767454249.060482,510,0.5257999897003174
1767454284.9838095,520,0.43790000677108765
1767454322.1257627,530,0.43209999799728394
1767454358.5193202,540,0.43549999594688416
