Wall time,Step,Value
1765286506.2551246,10,0.01001586951315403
1765286540.7372851,20,0.02315979078412056
1765286575.3333306,30,0.0025207519065588713
1765286610.2310562,40,-0.01378784142434597
1765286646.9308906,50,0.0043792724609375
1765286684.262514,60,-0.005017089657485485
1765286721.3782518,70,-0.0031005858909338713
1765286758.8165216,80,-0.01126709021627903
1765286795.4958272,90,0.01502075232565403
1765286831.5402527,100,-0.01691284216940403
1765286868.5118828,110,0.010028076358139515
1765286904.9568334,120,0.0018737793434411287
1765286941.5761147,130,0.01438293419778347
1765286978.0162742,140,-0.02690429612994194
1765287015.2906227,150,0.0030944824684411287
1765287051.630497,160,-0.02004394493997097
1765287088.527451,170,0.009356689639389515
1765287125.153582,180,0.0056396485306322575
1765287161.1999245,190,0.04131469875574112
1765287198.8662045,200,-0.02504882775247097
1765287235.7702444,210,0.01753539964556694
1765287272.3112357,220,0.013775634579360485
1765287309.0879571,230,0.04881591722369194
1765287345.8731878,240,0.01505126990377903
1765287381.985058,250,0.03626709058880806
1765287418.5116084,260,0.03002319298684597
1765287455.482809,270,0.09068908542394638
1765287493.2743757,280,0.126434326171875
1765287529.165111,290,0.15220947563648224
1765287566.5908935,300,0.18959960341453552
1765287603.7439106,310,0.21536865830421448
1765287640.38587,320,0.2353515625
1765287677.74857,330,0.29286497831344604
1765287714.729025,340,0.33360594511032104
1765287750.607332,350,0.45854490995407104
1765287787.3468518,360,0.35505372285842896
1765287823.1872663,370,0.6689453125
1765287860.0290508,380,0.515698254108429
1765287895.731353,390,0.785693347454071
1765287932.878582,400,0.6082519292831421
1765287969.3858664,410,0.625292956829071
1765288006.1801858,420,0.713671863079071
1765288043.1178675,430,0.821582019329071
1765288080.1621704,440,0.9184325933456421
1765288117.565314,450,0.957714855670929
1765288154.1543496,460,1.080322265625
1765288190.4243798,470,1.107324242591858
1765288226.9964263,480,0.832324206829071
1765288263.463098,490,1.256103515625
1765288299.4063034,500,1.2493164539337158
1765288336.4331641,510,0.864227294921875
1765288372.4630108,520,1.2222168445587158
1765288409.4184175,530,1.243798851966858
1765288446.1379335,540,1.2497069835662842
1765288483.4875677,550,1.2462890148162842
1765288520.4545803,560,1.136633276939392
1765288556.9785542,570,1.271704077720642
1765288592.7041943,580,1.2939453125
1765288629.773112,590,0.992382824420929
1765288667.7526257,600,1.2677733898162842
1765288705.98889,610,1.3349120616912842
