Wall time,Step,Value
1767452415.7243855,10,0.15000000596046448
1767452450.098683,20,0.22499999403953552
1767452484.7675571,30,0.15000000596046448
1767452519.643193,40,0.30000001192092896
1767452556.4143794,50,0.17499999701976776
1767452593.7670195,60,0.22499999403953552
1767452631.1942756,70,0.1875
1767452668.196147,80,0.20000000298023224
1767452704.9306147,90,0.3375000059604645
1767452740.9345136,100,0.23749999701976776
1767452777.8945549,110,0.16249999403953552
1767452814.7877102,120,0.21250000596046448
1767452851.3151836,130,0.16249999403953552
1767452888.1457574,140,0.21250000596046448
1767452925.329619,150,0.25
1767452962.675943,160,0.20000000298023224
1767452999.677675,170,0.30000001192092896
1767453036.4092565,180,0.20000000298023224
1767453072.3797834,190,0.3375000059604645
1767453110.3773663,200,0.1875
1767453148.1196928,210,0.23749999701976776
1767453184.730437,220,0.30000001192092896
1767453221.8561134,230,0.3375000059604645
1767453258.9896538,240,0.3125
1767453295.1433182,250,0.375
1767453332.1914628,260,0.3125
1767453369.326607,270,0.4749999940395355
1767453407.2435262,280,0.5625
1767453443.3687913,290,0.5249999761581421
1767453481.3601084,300,0.550000011920929
1767453517.587739,310,0.675000011920929
1767453554.497351,320,0.625
1767453591.531844,330,0.7250000238418579
1767453628.4777775,340,0.7250000238418579
1767453664.4891608,350,0.762499988079071
1767453700.8078887,360,0.637499988079071
1767453736.859478,370,0.7875000238418579
1767453773.6738586,380,0.6625000238418579
1767453810.7089646,390,0.800000011920929
1767453847.7031367,400,0.625
1767453883.8193088,410,0.6875
1767453920.6367373,420,0.737500011920929
1767453957.041439,430,0.800000011920929
1767453993.8102632,440,0.7250000238418579
1767454030.6762109,450,0.75
1767454067.0229127,460,0.8125
1767454103.275966,470,0.800000011920929
1767454139.3303537,480,0.7250000238418579
1767454176.0273614,490,0.7749999761581421
1767454211.9159625,500,0.7749999761581421
1767454249.0605502,510,0.7124999761581421
1767454284.9838796,520,0.7749999761581421
1767454322.125832,530,0.737500011920929
1767454358.519395,540,0.75
1767454395.8339748,550,0.800000011920929
1767454432.3183732,560,0.75
1767454468.3880837,570,0.7250000238418579
1767454504.1631958,580,0.7124999761581421
1767454541.0242977,590,0.6499999761581421
1767454577.8898969,600,0.737500011920929
1767454615.2730553,610,0.75
1767454651.0279539,620,0.75
1767454687.051633,630,0.8125
1767454723.1493223,640,0.7250000238418579
1767454759.717013,650,0.8125
1767454796.4631777,660,0.7250000238418579
1767454832.3276498,670,0.8125
1767454869.4465513,680,0.7124999761581421
1767454905.6708753,690,0.8125
1767454942.9375443,700,0.7875000238418579
1767454978.583749,710,0.762499988079071
1767455015.7086415,720,0.737500011920929
1767455053.0453818,730,0.800000011920929
1767455089.426081,740,0.6875
1767455126.2092853,750,0.824999988079071
1767455163.396728,760,0.7124999761581421
1767455199.875528,770,0.7124999761581421
1767455236.2384682,780,0.762499988079071
1767455272.9016066,790,0.7749999761581421
1767455308.8351984,800,0.762499988079071
1767455345.7792914,810,0.887499988079071
1767455382.2075694,820,0.7749999761581421
1767455417.8929555,830,0.8374999761581421
1767455454.966541,840,0.7749999761581421
1767455491.1431236,850,0.7124999761581421
1767455527.9307601,860,0.8374999761581421
1767455564.9670882,870,0.762499988079071
1767455601.3633277,880,0.8125
